user_id;requete;11pt_avg;P_1;P_10;P_100;P_1000;P_15;P_2;P_20;P_200;P_30;P_5;P_50;P_500;Rndcg;Rprec;bpref;iprec_at_recall_0.00;iprec_at_recall_0.10;iprec_at_recall_0.20;iprec_at_recall_0.30;iprec_at_recall_0.40;iprec_at_recall_0.50;iprec_at_recall_0.60;iprec_at_recall_0.70;iprec_at_recall_0.80;iprec_at_recall_0.90;iprec_at_recall_1.00;map;ndcg;ndcg_cut_10;ndcg_cut_100;ndcg_cut_1000;ndcg_cut_15;ndcg_cut_20;ndcg_cut_200;ndcg_cut_30;ndcg_cut_5;ndcg_cut_500;ndcg_rel;num_rel;num_rel_ret;num_ret;recall_1;recall_10;recall_100;recall_1000;recall_15;recall_2;recall_20;recall_200;recall_30;recall_5;recall_50;recall_500;recip_rank;relative_P_1;relative_P_10;relative_P_100;relative_P_1000;relative_P_15;relative_P_2;relative_P_20;relative_P_200;relative_P_30;relative_P_5;relative_P_50;relative_P_500;set_F;set_P;set_map;set_recall;set_relative_P;success_1;success_10;success_5
user_43;297;0.0909;0.0;0.2000;0.0600;0.0090;0.1333;0.0;0.1500;0.0400;0.1333;0.4000;0.0;0.0160;0.2263;0.0488;0.0537;1.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0164;0.0912;0.2942;0.1108;0.0912;0.2377;0.2316;0.0878;0.2050;0.4131;0.0878;0.0999;164;9;0.0;0.0;0.0122;0.0366;0.0549;0.0122;0.0;0.0183;0.0488;0.0244;0.0122;0.0;0.0488;1.0000;0.0;0.2000;0.0600;0.0549;0.1333;0.0;0.1500;0.0488;0.1333;0.4000;0.0;0.0488;0.0155;0.0090;0.0005;0.0549;0.0549;1.0000;1.0000;1.0000
user_43;298;0.0909;0.0;0.3000;0.0500;0.0100;0.2000;0.0;0.1500;0.0300;0.1333;0.2000;0.0;0.0160;0.0451;0.0331;0.0639;1.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0120;0.0496;0.0875;0.0390;0.0496;0.0678;0.0565;0.0387;0.0532;0.0848;0.0445;0.0511;151;10;0.0;0.0;0.0199;0.0331;0.0662;0.0199;0.0;0.0199;0.0397;0.0265;0.0066;0.0;0.0530;1.0000;0.0;0.3000;0.0500;0.0662;0.2000;0.0;0.1500;0.0397;0.1333;0.2000;0.0;0.0530;0.0174;0.0100;0.0007;0.0662;0.0662;1.0000;1.0000;1.0000
user_43;300;0.0000;0.0;0.0000;0.0000;0.0000;0.0000;0.0;0.0000;0.0000;0.0000;0.0000;0.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;62;0;0.0;0.0;0.0000;0.0000;0.0000;0.0000;0.0;0.0000;0.0000;0.0000;0.0000;0.0;0.0000;0.0000;0.0;0.0000;0.0000;0.0000;0.0000;0.0;0.0000;0.0000;0.0000;0.0000;0.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
user_44;251;0.0364;0.0;0.2000;0.0300;0.0050;0.1333;0.0;0.1500;0.0250;0.1000;0.4000;0.0;0.0100;0.0431;0.0276;0.0272;0.4000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0048;0.0383;0.0900;0.0340;0.0383;0.0697;0.0745;0.0383;0.0572;0.1386;0.0383;0.0393;181;5;1000;0.0;0.0110;0.0166;0.0276;0.0110;0.0;0.0166;0.0276;0.0166;0.0110;0.0;0.0276;0.2500;0.0;0.2000;0.0300;0.0276;0.1333;0.0;0.1500;0.0276;0.1000;0.4000;0.0;0.0276;0.0085;0.0050;0.0001;0.0276;0.0276;0.0000;1.0000;1.0000
user_44;252;0.0727;0.0;0.5000;0.0800;0.0080;0.4000;0.0;0.3000;0.0400;0.2000;0.8000;0.0;0.0160;0.1029;0.0656;0.0648;0.8000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0318;0.0949;0.2218;0.1065;0.0949;0.2192;0.1987;0.0949;0.1700;0.2825;0.0949;0.1017;122;8;0.0;0.0;0.0410;0.0656;0.0656;0.0492;0.0;0.0492;0.0656;0.0492;0.0328;0.0;0.0656;0.5000;0.0;0.5000;0.0800;0.0656;0.4000;0.0;0.3000;0.0656;0.2000;0.8000;0.0;0.0656;0.0143;0.0080;0.0005;0.0656;0.0656;0.0000;1.0000;1.0000
user_44;253;0.0909;0.0;0.2000;0.0700;0.0100;0.1333;0.0;0.1000;0.0350;0.1667;0.4000;0.0;0.0200;0.1095;0.0479;0.0670;1.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0171;0.0867;0.1834;0.0858;0.0867;0.1537;0.1342;0.0743;0.1371;0.2826;0.0867;0.0942;146;10;0.0;0.0;0.0137;0.0479;0.0685;0.0137;0.0;0.0137;0.0479;0.0342;0.0137;0.0;0.0685;1.0000;0.0;0.2000;0.0700;0.0685;0.1333;0.0;0.1000;0.0479;0.1667;0.4000;0.0;0.0685;0.0175;0.0100;0.0007;0.0685;0.0685;1.0000;1.0000;1.0000
user_44;255;0.0682;0.0;0.1000;0.0100;0.0010;0.0667;0.0;0.0500;0.0050;0.0333;0.2000;0.0;0.0020;0.0565;0.2000;0.2000;0.2500;0.2500;0.2500;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0500;0.0848;0.0848;0.0848;0.0848;0.0848;0.0848;0.0848;0.0848;0.0848;0.0848;0.0862;5;1;0.0;0.0;0.2000;0.2000;0.2000;0.2000;0.0;0.2000;0.2000;0.2000;0.2000;0.0;0.2000;0.2500;0.0;0.2000;0.2000;0.2000;0.2000;0.0;0.2000;0.2000;0.2000;0.2000;0.0;0.2000;0.0020;0.0010;0.0002;0.2000;0.2000;0.0000;1.0000;1.0000
user_44;259;0.0909;0.0;0.5000;0.0800;0.0080;0.4000;0.0;0.3000;0.0400;0.2333;0.8000;0.0;0.0160;0.2623;0.0714;0.0705;1.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0478;0.1434;0.4589;0.1547;0.1434;0.4142;0.3579;0.1434;0.3066;0.5498;0.1434;0.1659;112;8;0.0;0.0;0.0446;0.0714;0.0714;0.0536;0.0;0.0536;0.0714;0.0625;0.0357;0.0;0.0714;1.0000;0.0;0.5000;0.0800;0.0714;0.4000;0.0;0.3000;0.0714;0.2333;0.8000;0.0;0.0714;0.0144;0.0080;0.0006;0.0714;0.0714;1.0000;1.0000;1.0000
user_44;261;0.0909;0.0;0.1000;0.0100;0.0020;0.0667;0.0;0.0500;0.0100;0.0333;0.2000;0.0;0.0040;0.1541;0.0476;0.0771;1.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0483;0.1213;0.1498;0.1064;0.1213;0.1251;0.1090;0.1213;0.1064;0.1969;0.1213;0.1393;21;2;0.0;0.0;0.0476;0.0476;0.0952;0.0476;0.0;0.0476;0.0952;0.0476;0.0476;0.0;0.0952;1.0000;0.0;0.1000;0.0476;0.0952;0.0667;0.0;0.0500;0.0952;0.0476;0.2000;0.0;0.0952;0.0039;0.0020;0.0002;0.0952;0.0952;1.0000;1.0000;1.0000
user_44;263;0.0014;0.0;0.0000;0.0000;0.0050;0.0000;0.0;0.0000;0.0000;0.0000;0.0000;0.0;0.0080;0.0063;0.0000;0.0321;0.0149;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0003;0.0188;0.0000;0.0000;0.0188;0.0000;0.0000;0.0000;0.0000;0.0000;0.0157;0.0186;153;5;0.0;0.0;0.0000;0.0000;0.0327;0.0000;0.0;0.0000;0.0000;0.0000;0.0000;0.0;0.0261;0.0050;0.0;0.0000;0.0000;0.0327;0.0000;0.0;0.0000;0.0000;0.0000;0.0000;0.0;0.0261;0.0087;0.0050;0.0002;0.0327;0.0327;0.0000;0.0000;0.0000
user_44;267;0.0455;0.0;0.1000;0.0100;0.0010;0.0667;0.0;0.0500;0.0050;0.0333;0.2000;0.0;0.0020;0.0165;0.0118;0.0118;0.5000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0059;0.0149;0.0463;0.0149;0.0149;0.0359;0.0299;0.0149;0.0230;0.0713;0.0149;0.0163;85;1;0.0;0.0;0.0118;0.0118;0.0118;0.0118;0.0;0.0118;0.0118;0.0118;0.0118;0.0;0.0118;0.5000;0.0;0.1000;0.0118;0.0118;0.0667;0.0;0.0500;0.0118;0.0333;0.2000;0.0;0.0118;0.0018;0.0010;0.0000;0.0118;0.0118;0.0000;1.0000;1.0000
user_44;270;0.0184;0.0;0.1000;0.0500;0.0070;0.1333;0.0;0.1500;0.0250;0.1333;0.0000;0.0;0.0100;0.0501;0.0758;0.0957;0.1905;0.0117;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0117;0.0772;0.0294;0.0681;0.0772;0.0433;0.0536;0.0681;0.0729;0.0000;0.0681;0.0758;66;7;0.0;0.0;0.0152;0.0758;0.1061;0.0303;0.0;0.0455;0.0758;0.0606;0.0000;0.0;0.0758;0.1250;0.0;0.1000;0.0758;0.1061;0.1333;0.0;0.1500;0.0758;0.1333;0.0000;0.0;0.0758;0.0131;0.0070;0.0007;0.1061;0.1061;0.0000;1.0000;0.0000
user_44;271;0.0909;0.0;0.1000;0.0100;0.0010;0.0667;0.0;0.0500;0.0050;0.0333;0.2000;0.0;0.0020;0.1616;0.0667;0.0667;1.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0667;0.1251;0.1498;0.1251;0.1251;0.1251;0.1251;0.1251;0.1251;0.1969;0.1251;0.1501;15;1;0.0;0.0;0.0667;0.0667;0.0667;0.0667;0.0;0.0667;0.0667;0.0667;0.0667;0.0;0.0667;1.0000;0.0;0.1000;0.0667;0.0667;0.0667;0.0;0.0667;0.0667;0.0667;0.2000;0.0;0.0667;0.0020;0.0010;0.0001;0.0667;0.0667;1.0000;1.0000;1.0000
user_44;273;0.0227;0.0;0.1000;0.0200;0.0030;0.0667;0.0;0.0500;0.0100;0.0333;0.2000;0.0;0.0040;0.0615;0.0250;0.0613;0.2500;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0069;0.0498;0.0779;0.0465;0.0498;0.0629;0.0537;0.0465;0.0442;0.1096;0.0465;0.0516;40;3;0.0;0.0;0.0250;0.0500;0.0750;0.0250;0.0;0.0250;0.0500;0.0250;0.0250;0.0;0.0500;0.2500;0.0;0.1000;0.0500;0.0750;0.0667;0.0;0.0500;0.0500;0.0333;0.2000;0.0;0.0500;0.0058;0.0030;0.0002;0.0750;0.0750;0.0000;1.0000;1.0000
user_44;274;0.0034;0.0;0.0000;0.0200;0.0040;0.0000;0.0;0.0000;0.0100;0.0000;0.0000;0.0;0.0080;0.0099;0.0200;0.0396;0.0370;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0007;0.0233;0.0000;0.0163;0.0233;0.0000;0.0000;0.0163;0.0000;0.0000;0.0233;0.0231;100;4;0.0;0.0;0.0000;0.0200;0.0400;0.0000;0.0;0.0000;0.0200;0.0000;0.0000;0.0;0.0400;0.0227;0.0;0.0000;0.0200;0.0400;0.0000;0.0;0.0000;0.0200;0.0000;0.0000;0.0;0.0400;0.0073;0.0040;0.0002;0.0400;0.0400;0.0000;0.0000;0.0000
user_44;276;0.0909;0.0;0.2000;0.0800;0.0100;0.2667;0.0;0.3000;0.0400;0.2333;0.4000;0.0;0.0180;0.0766;0.0402;0.0495;1.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0146;0.0619;0.1017;0.0778;0.0619;0.1090;0.1166;0.0575;0.1048;0.1568;0.0599;0.0651;199;10;0.0;0.0;0.0101;0.0402;0.0503;0.0201;0.0;0.0302;0.0402;0.0352;0.0101;0.0;0.0452;1.0000;0.0;0.2000;0.0800;0.0503;0.2667;0.0;0.3000;0.0402;0.2333;0.4000;0.0;0.0452;0.0167;0.0100;0.0005;0.0503;0.0503;1.0000;1.0000;1.0000
user_44;277;0.0004;0.0;0.0000;0.0000;0.0020;0.0000;0.0;0.0000;0.0000;0.0000;0.0000;0.0;0.0040;0.0023;0.0000;0.0281;0.0046;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0001;0.0093;0.0000;0.0000;0.0093;0.0000;0.0000;0.0000;0.0000;0.0000;0.0093;0.0092;62;2;0.0;0.0;0.0000;0.0000;0.0323;0.0000;0.0;0.0000;0.0000;0.0000;0.0000;0.0;0.0323;0.0031;0.0;0.0000;0.0000;0.0323;0.0000;0.0;0.0000;0.0000;0.0000;0.0000;0.0;0.0323;0.0038;0.0020;0.0001;0.0323;0.0323;0.0000;0.0000;0.0000
user_44;278;0.0000;0.0;0.0000;0.0000;0.0000;0.0000;0.0;0.0000;0.0000;0.0000;0.0000;0.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;4;0;0.0;0.0;0.0000;0.0000;0.0000;0.0000;0.0;0.0000;0.0000;0.0000;0.0000;0.0;0.0000;0.0000;0.0;0.0000;0.0000;0.0000;0.0000;0.0;0.0000;0.0000;0.0000;0.0000;0.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
user_44;282;0.0909;0.0;0.4000;0.1300;0.0190;0.4000;0.0;0.3500;0.0700;0.3333;0.6000;0.0;0.0360;0.2549;0.0693;0.0907;1.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0337;0.1407;0.4288;0.1977;0.1407;0.4235;0.3907;0.1248;0.3739;0.5221;0.1377;0.1594;202;19;0.0;0.0;0.0198;0.0644;0.0941;0.0297;0.0;0.0347;0.0693;0.0495;0.0149;0.0;0.0891;1.0000;0.0;0.4000;0.1300;0.0941;0.4000;0.0;0.3500;0.0700;0.3333;0.6000;0.0;0.0891;0.0316;0.0190;0.0018;0.0941;0.0941;1.0000;1.0000;1.0000
user_44;284;0.0455;0.0;0.3000;0.1200;0.0180;0.2667;0.0;0.2500;0.0700;0.1667;0.2000;0.0;0.0280;0.1303;0.0611;0.0779;0.5000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0149;0.1021;0.1937;0.1240;0.1021;0.2096;0.2088;0.1017;0.1700;0.1427;0.0956;0.1068;229;18;0.0;0.0;0.0131;0.0524;0.0786;0.0175;0.0;0.0218;0.0611;0.0218;0.0044;0.0;0.0611;0.5000;0.0;0.3000;0.1200;0.0786;0.2667;0.0;0.2500;0.0700;0.1667;0.2000;0.0;0.0611;0.0293;0.0180;0.0014;0.0786;0.0786;0.0000;1.0000;1.0000
user_44;285;0.0505;0.0;0.5000;0.0700;0.0090;0.4000;0.0;0.3000;0.0400;0.2333;0.4000;0.0;0.0180;0.0976;0.0372;0.0410;0.5556;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0157;0.0740;0.2771;0.0995;0.0740;0.2457;0.2166;0.0743;0.1966;0.2157;0.0740;0.0797;215;9;0.0;0.0;0.0233;0.0326;0.0419;0.0279;0.0;0.0279;0.0372;0.0326;0.0093;0.0;0.0419;0.5000;0.0;0.5000;0.0700;0.0419;0.4000;0.0;0.3000;0.0400;0.2333;0.4000;0.0;0.0419;0.0148;0.0090;0.0004;0.0419;0.0419;0.0000;1.0000;1.0000
user_44;286;0.0101;0.0;0.1000;0.0200;0.0060;0.0667;0.0;0.0500;0.0150;0.0333;0.0000;0.0;0.0100;0.0229;0.0163;0.0483;0.1111;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0017;0.0378;0.0500;0.0253;0.0378;0.0410;0.0354;0.0265;0.0283;0.0000;0.0353;0.0377;123;6;0.0;0.0;0.0081;0.0163;0.0488;0.0081;0.0;0.0081;0.0244;0.0081;0.0000;0.0;0.0407;0.1111;0.0;0.1000;0.0200;0.0488;0.0667;0.0;0.0500;0.0244;0.0333;0.0000;0.0;0.0407;0.0107;0.0060;0.0003;0.0488;0.0488;0.0000;1.0000;0.0000
user_44;287;0.0455;0.0;0.1000;0.0100;0.0010;0.0667;0.0;0.0500;0.0050;0.0333;0.2000;0.0;0.0020;0.0670;0.0213;0.0208;0.5000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0106;0.0490;0.0992;0.0490;0.0490;0.0821;0.0712;0.0490;0.0575;0.1427;0.0490;0.0534;47;1;0.0;0.0;0.0213;0.0213;0.0213;0.0213;0.0;0.0213;0.0213;0.0213;0.0213;0.0;0.0213;0.5000;0.0;0.1000;0.0213;0.0213;0.0667;0.0;0.0500;0.0213;0.0333;0.2000;0.0;0.0213;0.0019;0.0010;0.0000;0.0213;0.0213;0.0000;1.0000;1.0000
user_44;289;0.0004;0.0;0.0000;0.0000;0.0020;0.0000;0.0;0.0000;0.0000;0.0000;0.0000;0.0;0.0040;0.0038;0.0000;0.0285;0.0042;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0002;0.0154;0.0000;0.0000;0.0154;0.0000;0.0000;0.0000;0.0000;0.0000;0.0154;0.0152;47;2;0.0;0.0;0.0000;0.0000;0.0426;0.0000;0.0;0.0000;0.0000;0.0000;0.0000;0.0;0.0426;0.0030;0.0;0.0000;0.0000;0.0426;0.0000;0.0;0.0000;0.0000;0.0000;0.0000;0.0;0.0426;0.0038;0.0020;0.0001;0.0426;0.0426;0.0000;0.0000;0.0000
user_44;291;0.0035;0.0;0.0000;0.0100;0.0010;0.0000;0.0;0.0000;0.0050;0.0333;0.0000;0.0;0.0020;0.0041;0.0000;0.0434;0.0385;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0017;0.0165;0.0000;0.0165;0.0165;0.0000;0.0000;0.0165;0.0165;0.0000;0.0165;0.0165;22;1;0.0;0.0;0.0000;0.0455;0.0455;0.0000;0.0;0.0000;0.0455;0.0455;0.0000;0.0;0.0455;0.0385;0.0;0.0000;0.0455;0.0455;0.0000;0.0;0.0000;0.0455;0.0455;0.0000;0.0;0.0455;0.0020;0.0010;0.0000;0.0455;0.0455;0.0000;0.0000;0.0000
user_44;292;0.0303;0.0;0.1000;0.0600;0.0180;0.0667;0.0;0.0500;0.0550;0.0333;0.2000;0.0;0.0340;0.0750;0.0422;0.0583;0.3333;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0038;0.0622;0.0858;0.0589;0.0622;0.0700;0.0601;0.0549;0.0479;0.1182;0.0597;0.0621;308;18;0.0;0.0;0.0032;0.0195;0.0584;0.0032;0.0;0.0032;0.0357;0.0032;0.0032;0.0;0.0552;0.3333;0.0;0.1000;0.0600;0.0584;0.0667;0.0;0.0500;0.0550;0.0333;0.2000;0.0;0.0552;0.0275;0.0180;0.0011;0.0584;0.0584;0.0000;1.0000;1.0000
user_44;293;0.0909;0.0;0.2000;0.0300;0.0080;0.2000;0.0;0.1500;0.0200;0.1000;0.4000;0.0;0.0080;0.1117;0.0331;0.0625;1.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0189;0.0869;0.1972;0.0716;0.0869;0.1807;0.1575;0.0699;0.1279;0.2974;0.0699;0.0959;121;8;0.0;0.0;0.0165;0.0248;0.0661;0.0248;0.0;0.0248;0.0331;0.0248;0.0165;0.0;0.0331;1.0000;0.0;0.2000;0.0300;0.0661;0.2000;0.0;0.1500;0.0331;0.1000;0.4000;0.0;0.0331;0.0143;0.0080;0.0005;0.0661;0.0661;1.0000;1.0000;1.0000
user_44;296;0.0909;0.0;0.1000;0.0500;0.0060;0.0667;0.0;0.0500;0.0300;0.0333;0.2000;0.0;0.0120;0.0544;0.0385;0.0378;1.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0089;0.0507;0.0734;0.0502;0.0507;0.0615;0.0537;0.0507;0.0437;0.1131;0.0507;0.0528;156;6;0.0;0.0;0.0064;0.0321;0.0385;0.0064;0.0;0.0064;0.0385;0.0064;0.0064;0.0;0.0385;1.0000;0.0;0.1000;0.0500;0.0385;0.0667;0.0;0.0500;0.0385;0.0333;0.2000;0.0;0.0385;0.0104;0.0060;0.0002;0.0385;0.0385;1.0000;1.0000;1.0000
user_44;297;0.0909;0.0;0.2000;0.0600;0.0090;0.1333;0.0;0.1500;0.0400;0.1333;0.4000;0.0;0.0160;0.2263;0.0488;0.0537;1.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0164;0.0912;0.2942;0.1108;0.0912;0.2377;0.2316;0.0878;0.2050;0.4131;0.0878;0.0999;164;9;0.0;0.0;0.0122;0.0366;0.0549;0.0122;0.0;0.0183;0.0488;0.0244;0.0122;0.0;0.0488;1.0000;0.0;0.2000;0.0600;0.0549;0.1333;0.0;0.1500;0.0488;0.1333;0.4000;0.0;0.0488;0.0155;0.0090;0.0005;0.0549;0.0549;1.0000;1.0000;1.0000
user_44;298;0.0606;0.0;0.2000;0.0800;0.0100;0.2667;0.0;0.2500;0.0400;0.1667;0.4000;0.0;0.0180;0.0596;0.0530;0.0642;0.6667;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0155;0.0540;0.0622;0.0552;0.0540;0.0815;0.0759;0.0486;0.0634;0.0959;0.0506;0.0553;151;10;0.0;0.0;0.0132;0.0530;0.0662;0.0265;0.0;0.0331;0.0530;0.0331;0.0132;0.0;0.0596;0.5000;0.0;0.2000;0.0800;0.0662;0.2667;0.0;0.2500;0.0530;0.1667;0.4000;0.0;0.0596;0.0174;0.0100;0.0007;0.0662;0.0662;0.0000;1.0000;1.0000
user_44;300;0.0000;0.0;0.0000;0.0000;0.0000;0.0000;0.0;0.0000;0.0000;0.0000;0.0000;0.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;62;0;0.0;0.0;0.0000;0.0000;0.0000;0.0000;0.0;0.0000;0.0000;0.0000;0.0000;0.0;0.0000;0.0000;0.0;0.0000;0.0000;0.0000;0.0000;0.0;0.0000;0.0000;0.0000;0.0000;0.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
user_45;251;0.0606;0.0;0.2000;0.0400;0.0050;0.1333;0.0;0.1000;0.0250;0.0667;0.4000;0.0;0.0100;0.0530;0.0276;0.0273;0.6667;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0075;0.0462;0.1245;0.0536;0.0462;0.0965;0.0803;0.0462;0.0617;0.1918;0.0462;0.0485;181;5;1000;0.0;0.0110;0.0221;0.0276;0.0110;0.0;0.0110;0.0276;0.0110;0.0110;0.0;0.0276;0.5000;0.0;0.2000;0.0400;0.0276;0.1333;0.0;0.1000;0.0276;0.0667;0.4000;0.0;0.0276;0.0085;0.0050;0.0001;0.0276;0.0276;0.0000;1.0000;1.0000
user_45;252;0.0175;0.0;0.1000;0.0800;0.0080;0.1333;0.0;0.1000;0.0400;0.1667;0.0000;0.0;0.0160;0.0387;0.0656;0.0636;0.1923;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0096;0.0597;0.0353;0.0670;0.0597;0.0543;0.0492;0.0597;0.0863;0.0000;0.0597;0.0605;122;8;0.0;0.0;0.0082;0.0656;0.0656;0.0164;0.0;0.0164;0.0656;0.0410;0.0000;0.0;0.0656;0.1667;0.0;0.1000;0.0800;0.0656;0.1333;0.0;0.1000;0.0656;0.1667;0.0000;0.0;0.0656;0.0143;0.0080;0.0005;0.0656;0.0656;0.0000;1.0000;0.0000
user_45;253;0.0909;0.0;0.2000;0.0700;0.0100;0.1333;0.0;0.1000;0.0350;0.1667;0.4000;0.0;0.0200;0.1095;0.0479;0.0670;1.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0171;0.0867;0.1834;0.0858;0.0867;0.1537;0.1342;0.0743;0.1371;0.2826;0.0867;0.0942;146;10;0.0;0.0;0.0137;0.0479;0.0685;0.0137;0.0;0.0137;0.0479;0.0342;0.0137;0.0;0.0685;1.0000;0.0;0.2000;0.0700;0.0685;0.1333;0.0;0.1000;0.0479;0.1667;0.4000;0.0;0.0685;0.0175;0.0100;0.0007;0.0685;0.0685;1.0000;1.0000;1.0000
user_45;255;0.0682;0.0;0.1000;0.0100;0.0010;0.0667;0.0;0.0500;0.0050;0.0333;0.2000;0.0;0.0020;0.0565;0.2000;0.2000;0.2500;0.2500;0.2500;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0500;0.0848;0.0848;0.0848;0.0848;0.0848;0.0848;0.0848;0.0848;0.0848;0.0848;0.0862;5;1;0.0;0.0;0.2000;0.2000;0.2000;0.2000;0.0;0.2000;0.2000;0.2000;0.2000;0.0;0.2000;0.2500;0.0;0.2000;0.2000;0.2000;0.2000;0.0;0.2000;0.2000;0.2000;0.2000;0.0;0.2000;0.0020;0.0010;0.0002;0.2000;0.2000;0.0000;1.0000;1.0000
user_45;259;0.0909;0.0;0.5000;0.0800;0.0080;0.4000;0.0;0.3000;0.0400;0.2333;0.6000;0.0;0.0160;0.2612;0.0714;0.0705;1.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0464;0.1418;0.4539;0.1530;0.1418;0.4101;0.3544;0.1418;0.3036;0.4653;0.1418;0.1636;112;8;0.0;0.0;0.0446;0.0714;0.0714;0.0536;0.0;0.0536;0.0714;0.0625;0.0268;0.0;0.0714;1.0000;0.0;0.5000;0.0800;0.0714;0.4000;0.0;0.3000;0.0714;0.2333;0.6000;0.0;0.0714;0.0144;0.0080;0.0006;0.0714;0.0714;1.0000;1.0000;1.0000
